,ACTL6A,ADAM9,ADAMTS1,ADCY7,AIMP2,ALKBH7,ALOX5AP,AMPD3,APITD1,APOC1,APOE,APOO,ARHGAP1,ARHGAP15,ARHGDIA,ARRB2,B2M,BCCIP,BRCA2,BRIP1,BSG,BTK,C11orf24,C12orf24,C13orf1,C13orf18,C13orf27,C16orf61,C19orf48,C1orf54,C3AR1,C3orf26,CASP1,CBX1,CCBL2,CCL2,CCL5,CCRL2,CCT5,CD14,CD163,CD19,CD247,CD33,CD37,CD3D,CD3E,CD3G,CD44,CD48,CD52,CD53,CD59,CD79A,CD79B,CD84,CD86,CD8A,CD8B,CD97,CDCA4,CDH6,CDK2,CECR1,CELF2,CENPJ,CENPN,CENPO,CENPW,CEP78,CHEK1,CKLF,COL16A1,COL1A2,COL3A1,COL6A1,COL6A3,COL8A1,COPS6,COQ2,CORO1A,CORO1C,COTL1,COX17,CPEB4,CPVL,CSF1R,CTNNA1,CTNNB1,CTSC,CTSL1,CTSS,CXCL10,CXCR4,CYBB,CYTIP,DAPK1,DBNDD1,DCBLD2,DCK,DCLRE1B,DDX58,DDX60,DHFR,DLEU1,DLEU2,DOCK2,DSP,DUT,DVL1,DVL3,DYNLT1,EBNA1BP2,EFNA5,EIF2AK1,EIF4EBP1,EIF4G1,EMP2,ENO1,EPHA2,EPHB2,EPHB3,EPHB4,ERLIN1,EVI2A,EVI2B,EXOSC8,EZR,F3,FAM167A,FAM89B,FARSA,FARSB,FBXO41,FCER1G,FCGR1A,FCGR2A,FCGR2B,FCGR3A,FGD1,FGL2,FGR,FLI1,FLNC,FMNL1,FN1,FNBP1,FPR3,FYB,GGH,GIMAP4,GLRX3,GNG11,GNPTAB,GPLD1,GPNMB,GSTCD,H2AFZ,HAS2,HAUS1,HCK,HCLS1,HDC,HERC5,HERC6,HLA_DMA,HLA_DRB1,HMGN2,HMHA1,HN1L,HNRNPA2B1,HNRNPR,HSPB11,HSPG2,HYLS1,ICAM1,ID2,ID3,IFI16,IFI27,IFI30,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFRD2,IGF2R,IGFBP2,IGFBP3,IGFBP4,IGFBP5,IGJ,IKZF1,IL10RA,IL18,IL7R,IMP4,IPO4,ISG15,ITGA3,ITGA4,ITGA5,ITGA6,ITGB2,ITGB3,ITGB5,ITGB8,JUNB,JUP,KIAA0090,KRR1,LAIR1,LAMA4,LAMB1,LAPTM5,LCK,LCP1,LCP2,LHFPL2,LILRB4,LMNB2,LOXL2,LRMP,LRP1,LRRC17,LRRC40,LSM3,LSM4,LST1,LTB,LY86,LYAR,LYN,LYZ,MAGOHB,MAP3K8,MAPRE1,MARCKSL1,MARVELD2,MCM3,MCM7,MCTS1,MERTK,MET,MFSD11,MKKS,MLF1IP,MMP1,MMP11,MMP14,MMP17,MMP19,MMP2,MNAT1,MNDA,MPP1,MRPL12,MRPL37,MRPS16,MRPS28,MRTO4,MS4A1,MSN,MT1F,MT3,MTA1,MTHFD1,MX1,MYBL1,MYBL2,MYCBP,MYL6,MYO1F,NCEH1,NCF2,NCKAP1L,NCLN,NEO1,NID1,NLN,NME1,NOP16,NOTCH2,NPC2,NPL,NRIP3,NUDT1,NUDT15,NUP107,NUP35,NUP85,NUP93,NUPL1,NUTF2,OAS1,OAS2,OAS3,OASL,OSBPL3,PA2G4,PAICS,PAK1,PAK2,PDAP1,PDIA4,PDLIM7,PFKP,PFN1,PGM2,PHF19,PIK3CG,PITPNC1,PLAT,PLAUR,PLCG2,PLEK,PLK4,PLOD2,PNN,PNO1,POLE2,POLR3K,PPIH,PSMA7,PSMC3,PSMD12,PSMD14,PSMD2,PTPLB,PTPRC,PXN,RAB3B,RAC1,RASSF2,RASSF4,RBM14,RFC3,RHOA,RHOB,RHOC,RHOG,RHOQ,RMND5B,RNASE6,RND3,RNF138,RNF41,RPN1,RPP40,RSAD2,RTP4,RUNX3,RUVBL1,SAMD9,SAMHD1,SAMSN1,SAR1A,SAR1B,SDC1,SELL,SELPLG,SEMA3F,SERPINE1,SH2B3,SH3BP5L,SKA1,SKA2,SLC16A1,SLC1A3,SLC25A40,SLC25A5,SLC7A7,SMC2,SMO,SMS,SMURF2,SNRPA,SNRPA1,SNRPB,SNRPC,SNRPD1,SNRPE,SNX17,SP140,SPAG17,SPARC,SRM,STAT1,STK17A,STRA13,SYK,TAGLN,TAP1,TBXAS1,TCEB1,TCF7L2,THBS1,THBS2,TIMP1,TLR2,TMEM130,TNC,TNFAIP3,TNFRSF12A,TNFRSF1A,TNFRSF1B,TNFSF13B,TOMM40,TPI1,TPM1,TPM2,TPM3,TPRKB,TRA2B,TUBA4A,TUBG1,UAP1,UBE2J1,UMPS,UQCR10,USPL1,VCAN,VDAC1,VSIG4,VTA1,WDHD1,WDR54,WDR77,WIPF1,WNT2B,WNT8B,WSB2,ZWILCH,ZYX,MMP3,PLG,RGS8,Subgroup
TCGA.EA.A5FO.CESC.C1_,11.261819,11.379974, 5.988242, 9.164248, 9.062340, 9.207241, 5.339287, 8.213901, 9.076765, 2.731314, 3.566486, 9.5761990,11.281565, 1.2026998,11.951857, 9.000352,15.50905,10.322548, 9.081164, 8.6366645,13.08285, 2.82262819, 8.905637, 6.344653, 8.505018, 0.9013400, 9.4538920, 9.160008,10.988102, 4.163644, 3.139158, 9.051976, 8.853812,11.343341, 9.852909, 5.104743, 6.5321813, 2.7313136,11.92603, 6.739713, 2.731314, 0.51994441, 3.3379537, 1.45185729, 3.456740, 4.75667640, 5.2267744, 2.73131360,13.305392, 4.3894980, 4.7333326, 5.527471,11.561999, 1.66425527, 2.1606298, 2.4165425, 3.8957389, 6.8249969, 8.56244088, 9.390016,10.658551, 1.8493588,11.204082, 4.971429, 4.756676, 9.420482,10.208600,7.6229596, 9.829729, 9.373126, 9.770041, 8.658519, 9.824216,10.044708,11.094414, 8.160209, 7.577769, 3.9774906,10.847402, 9.043697, 8.327382,12.276491, 8.996680, 9.375954, 8.238983, 4.868045, 5.486171,13.57010,12.811886,12.626647, 7.770697,10.132641, 7.8676865, 6.352333, 5.938074, 4.4190602, 8.346740, 9.339701,10.1022119,10.245232, 9.037756, 7.454711, 8.8686189,10.447176,6.1953889, 6.4640441, 3.716881,14.4271622,11.173658, 9.823525,11.290589,10.802541,10.130416, 9.2500212,11.69599, 9.767890,13.21322,11.760886,15.59977,10.810933, 9.378778, 3.3379537,10.935695,10.935379, 3.7168812, 3.9774906, 9.502858,12.829889,10.825492, 7.4899603, 9.266377,10.287412,10.000775, 9.127785, 4.389498, 1.6642553, 4.971429, 2.7313136, 4.389498, 9.634853, 4.685486, 6.649059, 4.951336, 1.6642553, 7.635573, 8.317607, 9.092675, 3.8957389, 4.584740,10.167355, 5.7531445,10.764183, 5.853993,11.217818, 0.90133998,14.688600, 8.4069958,13.280062, 0.519944414, 9.250021, 4.264799,11.905289, 2.7313136, 7.8186205, 8.7057568, 9.057862,10.420013,13.86487, 8.838854,12.298154,13.99444,12.009318, 9.4449383,11.876064, 8.224407,10.112426,10.431717,10.628026,12.096521,11.731183,10.538189, 8.716216, 5.5409789, 8.537389, 8.257510, 5.5937780, 7.1187127, 7.832422, 9.642970,11.512508,13.604542,13.618145,11.727312,16.080099, 1.4518573, 4.359317, 4.163644, 9.016156, 0.90133998, 8.656968, 9.259593, 9.244870,11.403039, 4.5795121, 7.433135,12.156023, 7.465370, 2.160630,11.461924,11.4184430,11.284581,13.778857, 9.975504, 9.924778, 2.908506, 6.802736,11.585005, 7.606960, 5.0864356, 7.641857, 5.1583128, 7.888968, 1.8493588,11.565102, 8.164515, 2.4165425,12.276110, 7.61336958, 8.9531401,10.2519202,11.296578, 2.8226282, 3.9371937, 2.5292712, 8.912147,11.517428, 9.286565, 8.478939, 7.362619,11.606442,11.427109, 9.0027953,12.552518,12.622880,10.473259, 7.370208,10.4920735, 8.757850,10.413014,11.1638698, 7.22294943, 8.496374,12.223024, 0.9013400, 6.477031, 6.397586, 8.7027580, 3.2085173, 2.731314,10.094223,10.694880,11.141309, 7.7005992, 9.926818, 0.51994441, 9.119932, 7.635573, 0.0000000,10.350619,11.847809, 9.582744, 7.616556,12.0892121, 9.458802,13.86579, 4.531600, 9.497846, 6.390141, 3.5664864,10.643369, 9.050796, 8.620850, 8.550804,10.158698, 7.551316,10.694506,12.016739, 6.642808, 8.3018254, 8.904331,10.044995,10.357794, 8.2717571,10.245743,10.809535,10.699408,10.578533, 9.735212, 9.414992,10.885620, 5.0300756, 9.431404,11.69388,11.902511,11.086667,11.675816,11.183778,12.132236,10.361132,12.200325,13.25371,10.022604, 9.750553, 2.1606298, 8.017733,13.271034,10.120329, 4.910291, 3.977491, 9.8596823,12.466431,11.329297, 8.909548,8.7759822, 8.281851, 9.573736,12.024274,11.448994, 9.638783,10.606507,12.321945, 8.2778221, 5.917508,10.664403, 0.000000000,13.02823, 6.164392, 6.189141,10.578288,10.067044,13.34346,12.156709,12.516434, 9.665236,10.204608, 9.389085, 3.7168812,11.391437,10.116942, 9.167516,12.95578,7.4258705, 6.819464, 6.390141, 9.137821,10.529099, 9.004015, 9.419212, 4.0920383,10.842979, 8.713235,14.356287, 1.4518573, 5.104743,11.952486, 9.113167, 7.136612, 9.608632, 8.7087528, 9.930672,11.888382, 9.506478, 8.164580,14.289082, 3.937194,11.085804, 8.313677,12.507324, 8.1044415,10.910875, 9.245902,12.874586,10.297891,10.313223, 9.475156,10.811977, 4.1981562, 8.0128927,10.976965, 9.697260,11.350309,10.124251, 8.809855,11.024620, 8.447005,11.276276, 3.716881, 9.235555, 9.792803, 8.051155, 8.380942,11.464806, 8.934071, 0.000000000,12.835381,10.417599, 8.771694,10.733998, 7.531147, 1.4518573,10.276357,13.37073,10.652298,10.036984,12.44447, 9.300531,12.443687,10.929932,10.420339,10.055337,10.451077,10.471502,10.442104, 8.6769902, 5.308026,11.920226, 2.0133551,10.579759, 9.805450, 8.0369264, 9.330007, 5.606682, 1.6642553, 0.51994441,10.857895,10.190282,10.796575, 1.2026998, 0.000000000,0.00000000,C1
TCGA.AA.A01T.COAD.C1_,10.147796, 7.952462, 7.381714, 7.976996,10.343450,10.804346, 5.473417, 6.222936, 7.618992, 5.437540, 8.174656, 8.0603369,11.265497, 3.1271833,13.887616,10.659789,14.44458, 9.597694, 6.210842, 4.7495211,14.60731, 2.56515220,11.074979, 5.424539, 8.799133, 9.9748724, 6.1398794, 8.924945,11.511495, 5.421129, 2.998906, 8.295423, 9.172700, 9.543233, 6.853327, 6.046418, 7.5167194, 8.6296621,12.30810, 8.632887, 4.554281, 2.68642278, 5.3821102, 2.83306976, 5.359204, 4.87229022, 6.1967392, 1.18876008,11.622059, 4.4603358, 6.1150609, 5.677350,12.144693, 3.02387976, 4.0909800, 1.8403895, 4.4963861, 4.6975927, 4.93311363,12.367522, 9.326049, 4.5745004, 9.462560, 5.203858, 8.230150, 7.711531, 9.399746,8.4207580, 9.413930, 6.298417, 8.304352,10.139937, 7.733661,13.218284,12.654104,12.110694,11.365374, 5.5201285,11.718504, 8.431449,11.772626,10.758952,10.563285,10.260801, 5.827355, 3.628831, 6.508752,13.09357,12.471088,10.346907, 8.339709,11.771976, 9.1651276, 7.427274, 5.474296, 4.0517994, 6.361847, 8.544200, 7.8502552, 7.461628, 7.843165, 8.073737, 8.2327631, 9.222677,6.5677904, 4.6871621, 4.879159,11.9974380, 9.765074,11.646025,11.525014,10.955559,10.102008, 2.9271298,12.76260,10.839737,13.32931,13.534040,14.95162,11.306708,12.526957,12.1508349,11.185459,10.309626, 3.3421800, 3.9613368, 8.682531,13.434466, 9.462167, 5.4216848,10.667707,11.490354,10.026521, 9.516244, 5.878684, 3.1066018, 6.511184, 2.4166289, 5.901756, 8.005086, 4.340702, 4.715778, 5.368412, 6.7202067, 7.279315,10.557416, 6.166361, 4.9314426, 4.181571,10.457112, 5.2092031, 9.909796, 5.178088, 8.381835, 1.56360342, 6.283441, 6.5115343,12.701340, 5.293733380, 8.003360, 6.331961, 6.855382, 3.4811605, 4.5652939, 7.7057584, 9.825698,10.672092,12.52677,10.875625,12.007021,13.55154,10.367646, 7.1670622,12.532961, 5.011923,10.471404,10.891613,11.858848, 7.354065,13.373215,10.422111, 6.627920, 7.3746680,11.034034, 7.999655, 6.8719482, 6.0145936, 8.103633,11.763128,11.316164,10.739091,10.224697,13.419727,10.618933, 5.0376255, 2.614028, 4.823503, 7.183584, 3.28062017,10.792996, 9.830180,11.053460,11.991763, 4.6306061, 9.463179,11.506812, 7.393268, 4.890485,11.722100, 6.1205009,12.929477,13.953869, 9.891646, 7.163747, 4.752802, 8.511300,10.573225, 9.003208, 5.7510275, 7.353435, 5.3008270, 7.675845, 4.6196466,12.095005,10.137448,-0.0651147,12.670782, 3.47231932, 4.5408621, 9.0369864,12.206558, 4.7549420, 6.3352159, 2.4332194, 9.020674, 8.073690, 6.777650, 7.620920, 7.168401,11.216740,13.127570, 7.9397113,12.079237,13.267923,10.512385, 6.821111,11.7759382, 8.412981,10.318434, 8.7395168,10.57901388,11.709092,12.174239, 5.5125576, 8.027031,10.426053, 5.3644929, 3.0155236,10.358805,11.584933,11.200649,11.387985, 6.8168192,10.507272,-0.18267992,10.178199, 7.215907, 5.6788549, 9.806928,10.461196,11.075323, 4.590914,12.8159612, 9.484505,13.63804, 7.431041, 9.145632, 5.077637, 4.6092138,12.493778, 9.797049, 9.657239, 6.836239,11.360528,10.041047, 7.477007,11.219877, 5.130318, 3.4333395, 9.760996, 9.459486, 8.875038, 6.5843282, 9.674710,10.693765, 8.685783,13.069413,10.556778, 9.335261,10.606291, 8.6207957, 8.457124,12.08003,11.202530,10.953731,10.413668,12.283833,13.357367, 9.642289,12.146695,15.10599, 7.253750,10.881166, 0.1738916, 7.501557, 9.882493,11.006412, 4.376449, 5.187450, 7.5446586, 9.558029, 9.683774, 9.260311,6.1030149,10.111037, 9.685236,13.596140,11.780802, 8.704686,10.392882,12.157972, 3.9666960, 3.615803,11.797669, 2.310987249,14.12515, 4.981082, 8.367686,11.093325, 8.407201,12.90700,11.799110,12.962567,11.057449, 7.744926, 9.688149, 6.5310264, 9.112196, 6.959727, 9.116570,13.34185,7.8321674, 7.311361, 6.357964, 7.216513,10.675420, 6.673167, 7.566276, 3.2521058,10.278382, 8.020525,13.625021, 3.8304780, 6.257162, 9.751068, 8.952038, 8.165892,10.202216, 7.5465203, 8.178239, 9.758016, 3.051854, 5.780228,14.272806, 7.928716, 8.455372, 5.584801,10.468129, 6.1537955,11.807167, 9.981662,13.891469,11.198845, 9.152387, 9.424519,11.404830, 3.7851359, 2.4757695,12.464448,11.534817,10.999440, 7.122083,10.728911,11.139994,10.409056,13.173726,10.296353,10.074180, 9.987507,11.227961, 8.018961,13.006351, 3.656424, 1.330823386, 9.091216, 9.319620,12.820518,12.401014,11.082980, 3.7360864,11.684039,14.57852,12.523033,10.139813,12.90974, 7.191718,10.716278,13.164812,11.078433, 8.784204, 9.373541, 9.244871,11.596869, 8.5145482, 8.183889,12.217511, 3.7215356, 9.159151, 6.206990, 8.4284564,11.157148, 6.247698, 3.8286789, 1.83051757, 9.615375, 7.919930,12.872789,10.6623255, 1.688304795,0.00000000,C1
TCGA.KC.A7FD.PRAD.C1_,10.216831,10.656550, 9.044271, 5.430994, 9.160002,10.122207, 5.136216, 7.252486, 7.913799, 7.219788,10.192219, 8.3111988,11.786478, 3.6310461,13.704044, 7.842665,14.27229,11.010304, 3.391122, 3.6745962,14.23519, 3.33793939,10.205732, 5.643132, 7.887300, 6.3281723, 6.8249842, 9.688831,12.880368, 4.881361, 5.609873, 8.534420, 5.893998,10.607192, 9.670074,11.200249, 6.8249842, 4.1147834,12.50716, 8.026142, 5.983283, 1.33262201, 4.0828133, 2.74304096, 6.307574, 4.08281327, 5.7988204, 1.87089731,13.007795, 5.3792952, 6.3685047, 7.116999,12.362905, 4.40064039, 4.2929952, 3.3911216, 4.4263386, 5.5872660, 3.33793939, 8.835927, 7.514540, 1.5352069, 9.538377, 7.434478, 7.140482, 6.107636,13.324124,6.1505191, 5.120555, 7.002061, 7.109089, 6.368505, 8.859699,10.753008,10.239658,10.503478,10.096913, 5.4309944,11.055920, 7.799061, 7.175006, 9.866386,11.561231, 9.915987, 9.295914, 6.355185, 7.186332,13.28835,13.198092, 7.558788,11.144480, 7.789188, 6.5548098, 7.326007, 6.452207, 4.1460523, 8.286853, 9.487400, 8.5120886, 7.598894, 6.735292, 9.218038, 7.7387949, 7.626870,5.8847591, 3.9958824, 5.182196,13.1989714, 9.946155,10.880800,11.477273,10.455913,10.468339, 5.9832832,12.08410, 8.850237,14.09774,10.524454,13.85418, 6.993493, 5.480905,10.3884586,11.513506, 9.248974, 4.2066354, 4.9887619, 8.146981,13.568194,11.703510, 3.2253212,10.401071,11.145690,10.348684, 6.229432, 6.115556, 3.7445056, 6.829799, 2.0133551, 6.355185, 8.024037, 6.368505, 6.525383, 6.025937,12.2185632, 7.060674,11.197917,10.846109, 5.3119535, 4.971410, 5.965863, 6.5134418, 9.922775, 6.470851, 9.072015, 2.74304096, 8.806869, 7.9305954,10.969516, 4.320665184, 7.779253, 6.034317, 7.369719, 4.6169634, 5.4931189, 8.4617127, 7.764215, 8.877161,12.38407, 7.878014,12.584721,14.31378,12.037585, 8.3060161,11.076822, 7.665151,10.673415, 9.839138, 9.786773, 9.468194, 6.543111, 9.407574, 6.745533, 5.2841106, 9.333752, 8.789644, 5.7589187, 6.8678100, 6.548973,11.051800,11.957218,13.435813, 7.738795,11.244715,13.383272, 7.7990614, 5.311954, 5.991916, 2.898034, 4.40064039, 9.882723,10.962773, 7.821028, 9.486636, 4.8688546,10.914393,12.556453, 7.756636, 6.214758,11.841246, 7.4934152,13.526756,13.167707,10.718319, 9.623728, 5.468590, 7.675908, 8.396566, 8.912940, 4.8245082,14.095059, 6.8864526, 8.240519, 5.2120557,10.520727, 7.124680, 3.4423995,10.680105, 3.44239948, 8.2296120, 9.7110302,10.565150, 5.0887183, 5.1517046, 4.3744692, 8.731557, 8.231432, 8.187020, 8.113773, 5.405376,11.396883,13.765245, 9.4487317,10.074235,10.662277, 9.609515, 8.075709, 7.2914654, 8.575501, 9.507105, 7.3615491, 7.85691101, 5.893998, 9.091221, 3.4423995, 8.436637, 9.094231, 7.8710181, 3.2827363, 8.886568,10.666020,10.442591,11.042152, 8.1299372,10.115304, 2.14303417,10.608587, 7.558788, 0.8150015,10.533349,10.361746, 7.959492, 3.631046, 5.7282498, 9.489770,13.51426, 6.017506, 8.948852, 6.025937, 5.6210438,11.199317,12.719303, 8.151712, 8.900387,11.103530, 9.337145,11.812446,10.551343, 5.088718, 3.3911216, 6.682938, 9.230109, 8.984974, 8.2549341, 9.500314, 9.972693,10.246432,10.989047, 7.657033, 9.195793, 8.616255, 2.7430410, 4.114783,11.97787,12.042918, 9.525801,11.574404,11.517059,13.587238, 9.424227, 9.773067,13.35600, 9.475908, 7.786714, 2.8980342, 7.558788,13.722808, 7.443946, 5.505227, 6.300644, 5.0725346, 8.960992,11.028914, 9.642783,5.5872660, 8.171907, 8.833526,11.696433,11.207216, 9.942947,10.462134,11.925465, 8.7494840, 6.909413,10.608467, 8.904965719,12.29510, 6.824984, 6.184955,11.304488, 7.547118,12.79416,11.292880,12.506593, 9.711030, 9.992584, 9.661165, 5.2980974, 8.736703, 8.692371,11.063361,13.78474,7.1130545, 5.039608, 5.088718, 5.948229,10.180295, 4.899828, 7.720114, 4.5716161,11.792205,10.654511, 8.620436, 5.2980974, 5.798820, 9.504090,10.550978, 7.526468,10.005035, 4.5944709, 7.766734,13.123955, 6.420585, 7.167408,12.354773, 5.151705, 7.789188, 9.582622,13.330959, 9.6359158,10.749518, 8.867930,12.105781, 9.984091, 9.667241, 9.661165,11.378279, 3.6745962, 0.8150015,10.914953,11.244037,11.325260, 8.894645,10.420381, 7.979162,13.251620,11.175830, 7.837880, 9.282783,10.160514,12.769507, 7.475061,11.151480, 5.517238, 5.241310132,11.133059, 8.748210, 9.364822,11.774491, 7.683921, 1.8708973,10.534459,12.50188,12.523883,11.991253,12.02081, 8.478701,11.891989, 7.511539,10.599085,12.721738,12.430944, 9.558855,10.872644, 8.5937497, 7.035844,12.236152, 3.6310461, 9.596838, 5.072535, 7.4873256,10.700986, 7.468893, 3.1031619, 2.37189336,10.760919, 8.456560,11.556693, 3.9824369, 0.000000000,0.00000000,C1
TCGA.AA.A01Q.COAD.C1_,10.770791,10.690684, 7.575370, 8.823033, 9.890358,10.906200, 6.790478, 7.617613, 7.935031, 8.860756,10.270393, 8.5392880,11.230171, 5.0052492,12.807478,10.036831,14.69241,10.448798, 8.053856, 7.6224361,14.26781, 5.42019687, 9.612883, 6.494610, 8.354526, 4.8968696, 7.5760196, 8.986653,11.026329, 5.815193, 6.874625, 9.318039,10.247273, 9.962255, 8.605124, 6.447806,10.1316522, 8.0157604,12.13774, 9.937448, 6.875877, 3.18050522, 7.4446389, 5.69989415, 6.624849, 6.34862971, 7.8631291, 3.73434355,13.469503, 6.4340106, 7.4440673, 8.030143,11.601161, 4.78741990, 3.8021551, 4.1176283, 6.6098531, 7.1851814, 4.97402752,12.111368, 9.117996, 4.3623246,10.041565, 8.850549, 9.486166, 7.886792, 9.432664,7.7360025, 7.850849, 8.553698, 9.002446, 8.433116, 9.585915,12.414998,12.440179,10.262893,11.053606, 5.6734803,10.509783, 9.360863, 9.022014,10.824879,10.880418, 8.913905, 8.162208, 6.482145, 7.969179,12.86228,12.796154,10.754246, 8.770993,12.052382, 8.5718810, 7.550997, 8.803004, 7.4790347, 7.263442, 8.678593, 8.5713760, 9.935900, 7.778239, 8.205468,10.1393119,10.039694,8.3346329, 6.3859251, 7.169367,12.3433043,11.318845,11.188624,11.349101, 9.435888,10.774118, 3.7860331,12.68375, 9.959321,13.20679,11.460761,14.39917, 9.678324,12.680995,11.5941056,11.179743,10.841737, 6.0660737, 7.6955395, 9.133901,13.165938, 8.172153, 5.3072255, 9.658771,10.994327,10.649373, 9.254139, 8.356071, 4.6077698, 9.415334, 4.9204903, 9.007484, 5.252744, 7.835444, 6.422735, 6.818711, 8.4511143, 7.695596,11.427375, 9.751856, 7.8457315, 8.202485,10.150027, 7.7679824, 9.953139, 7.366681,10.132121, 3.06089191, 9.595055, 8.6071844,12.249861, 4.983880827, 8.920851, 7.413574, 8.249583, 2.8463635, 7.1383489, 7.8115546,11.354617,11.707064,13.05374, 9.809719,12.097166,14.39030,11.350019, 8.3851236,11.632810, 7.172979,10.108720, 8.663616, 8.190641,11.312902,12.559812,11.866334, 8.039305, 8.0108762,10.678836, 9.281241, 7.7045282, 7.1981599, 9.149071,10.930520,11.515173, 6.914849,10.968377,11.608304,10.725042, 8.7443115, 7.081792, 7.852024, 9.405640, 3.96609616, 9.760833,10.364065, 9.513660,11.355102, 8.1601631, 9.324059,14.007740, 8.329148, 5.130125,10.388410, 7.4741789,11.803934,13.395281, 9.944521, 9.790605, 7.438414, 9.113877,11.286945,10.720479, 7.2144148, 9.946781, 8.0953017, 9.979148, 7.0348852,11.725537, 8.598017, 5.0819392,10.213884, 4.13315467, 8.5191977, 9.9865962,11.524084, 5.9754433, 7.4112685, 6.1325747, 9.180987,10.169364,11.126951, 7.712061, 6.615653,11.131949,12.491239, 8.7637401,11.229553,11.848889,10.178845, 6.157247,10.7287509, 8.480753, 9.938343, 9.3810240, 9.67902865, 9.843224,10.393098, 3.2402398, 8.623388, 9.321871, 7.5419718, 5.7223056, 7.075105,11.633901,11.556531,12.048883, 8.7615639,10.265577, 1.89813796,10.470542, 6.559323, 0.7779796,10.163744,10.984550,10.103601, 6.996770,10.6414154, 9.747559,13.00756, 8.164008, 9.741570, 6.742789, 7.3785007,12.177064,12.281213, 8.946503, 9.488543,10.621277, 8.711386, 9.707058,11.204290, 7.570351, 4.4803461, 7.943124, 9.888804, 9.773376, 7.8688907, 9.811291, 9.913570,10.635183,11.262398,10.206781,10.090267,11.154379, 7.7075028, 9.174865,12.43139,12.650863,11.266680,11.969405,10.759661,12.005962, 9.092638,10.338713,13.70341, 9.781223, 9.265030, 4.9000637, 6.692783, 7.924654, 8.939349, 6.209698, 8.615713, 8.5438925, 8.475981,11.687909, 9.154084,7.8694673, 7.989933, 9.144602,11.122667,10.750150, 9.300768,10.037039,11.890891, 7.9012469, 8.478763,12.097690, 0.853072526,12.78077, 7.356605, 9.282962,10.669306, 9.436858,13.69842,11.508878,10.892790, 9.880300, 9.560701, 8.883276, 7.7131509, 9.701296, 9.785592, 8.887011,13.03433,7.9083574, 6.042302, 7.588017, 8.005004, 9.972914,10.116696, 8.779053, 6.7277984,11.757017, 7.865605,12.397263, 6.3798277, 7.760598,10.679004, 8.612505, 9.566413, 9.368054, 9.0519080, 9.787371, 8.901758, 4.169186, 8.104117,13.550827, 8.137171,10.017685, 5.522791,11.025440, 8.7746369,11.166139, 8.807936,11.591913,10.256429,10.479281, 9.131245,10.460901, 6.3017877,-0.2474257,12.316284, 9.931607,12.626165, 8.694447, 9.393367,10.974161, 9.528369,11.778713, 7.445562, 8.577542,10.388667,11.969682, 8.487627,11.726427, 7.374742, 1.317553283, 8.391904, 9.797927, 8.206910,10.626791, 9.919025, 4.9572578,10.743719,13.38865,12.715709, 8.921338,13.16208, 9.095954,11.504982,10.489188, 9.477471,11.278644,10.930470,10.267201,10.318481, 8.4054111, 9.403906,12.008265, 5.4861108,10.395658, 8.935052, 7.7358131, 8.355788, 8.710493, 4.6312942,-0.23894444,10.183048, 9.279192,11.461029, 9.5364764,-0.603802825,0.13314701,C1
